Journey_Id,Workflow_Type,Total_Gt_Blocks,Line_Break,Merge,Split_Edits,Split_Merge,Size_Change,Line_Shift,Position_Shift,Alignment_Change,Region_Change,Extra_Block,Missing_Block,Block_Match_Time_Drift,VTT_Style,Spanwise_Style_Change,Punctuation_Edits,Word_Edits,Musical_Lyrics,Closed_Caption,Speaker_Transition,Content_Duration,Tier,Created_At
7df05918-bbc3-4d53-8238-fa802e9d0881,closed_captioning,520,66,5,124,65,0,14,0,0,,7,36,17,0,,91,130,0,74,48,21.266666666666666,1,2025-03-14T12:22:24.640164
c2728114-9ce5-42f1-9f5c-558fbcb5083f,closed_captioning,429,43,0,116,107,0,21,0,0,,14,14,0,0,,76,77,0,33,0,21.1,1,2025-03-13T18:58:19.151557
afd09752-7fc7-4618-9676-4386c007fdd5,closed_captioning,468,30,5,99,75,0,13,1,1,,3,20,7,84,,95,112,0,35,34,21.283333333333335,1,2025-03-13T18:58:18.857534
140b46ae-884c-406a-9179-ec78e88318b2,closed_captioning,460,41,3,154,124,0,16,0,0,,5,41,3,0,,163,171,0,73,48,21.283333333333335,1,2025-03-13T18:58:18.563116
b73f9559-ba72-477c-8076-a5fdfacf10d8,closed_captioning,438,37,0,122,99,0,8,0,0,,7,39,9,0,,99,100,0,87,30,21.1,2,2025-03-13T17:31:24.401615
6a074a99-f44b-4147-bea2-6fa60445e6e2,closed_captioning,515,59,8,168,110,0,18,0,0,,8,31,6,0,,140,174,0,92,92,21.1,3,2025-03-13T17:31:24.155332
6c953fd3-99f6-45bc-99c4-ec347fc31b9c,closed_captioning,904,75,4,328,320,0,69,3,0,,45,9,9,383,,79,109,0,18,0,53.0,2,2025-03-11T07:37:38.635453
f88a326c-b420-462d-98f2-19d0b1428eaa,closed_captioning,797,106,5,220,177,0,29,0,0,,4,23,4,0,,111,125,0,118,24,42.133333333333333,2,2025-03-11T04:44:55.337031
7db98f5c-292a-4df6-b7a7-452811ccac55,closed_captioning,506,51,0,198,119,0,45,0,0,,190,7,5,51,,65,56,0,50,0,42.18333333333333,3,2025-03-10T16:57:57.112151
270ead63-fb41-486e-bbe4-382cb7c8ceae,closed_captioning,1000,135,24,149,65,0,43,0,0,,33,17,15,0,,151,179,2,221,224,44.18333333333333,3,2025-03-10T15:27:39.350782
b51f0f52-10a6-4074-af40-618040dbdab0,closed_captioning,393,60,3,121,122,0,12,0,0,,0,0,2,0,,54,51,0,4,0,21.6,2,2025-03-10T05:33:43.838678
3c01eb6b-8b90-4bad-8f36-73eab93222f2,closed_captioning,393,60,3,121,122,0,12,0,0,,0,0,2,0,,54,51,0,4,0,21.6,2,2025-03-10T05:32:51.040492
436896d3-860e-4275-ace5-a7cffa58bbf5,closed_captioning,529,77,9,120,58,0,17,0,0,,4,7,8,13,,135,135,0,167,125,23.033333333333335,2,2025-03-07T13:22:14.911279
e926ff7b-d294-4cde-839a-b9ca40eb57a0,closed_captioning,905,97,10,230,195,0,6,0,0,,3,12,2,0,,175,187,0,103,61,44.05,3,2025-03-07T08:01:40.476052
1eaf1eee-925b-42b5-bba6-0481831b5605,closed_captioning,516,65,5,122,67,0,26,0,0,,5,2,12,0,,78,107,1,157,77,23.016666666666666,2,2025-03-07T06:35:17.808127
f4d22c9f-4795-44ac-90fd-dcf7e5b59bec,closed_captioning,1083,110,0,386,344,0,27,0,0,,2,10,17,0,,233,531,0,8,3,63.1,2,2025-03-07T06:15:14.908860
895b3db7-a513-4475-8ae7-427ec7a90930,closed_captioning,1083,110,0,386,344,0,27,0,0,,2,10,17,0,,233,531,0,8,3,63.1,2,2025-03-07T06:12:38.585807
c9d4df71-9198-40aa-b63e-4beb125523c9,closed_captioning,831,133,9,263,216,0,104,0,0,,13,19,6,0,,194,162,1,155,42,42.783333333333331,2,2025-03-06T20:16:40.077056
676f6ce2-e713-4681-b539-5b197c22317b,closed_captioning,548,80,5,172,134,0,23,0,0,,4,6,4,0,,79,98,1,75,82,24.5,2,2025-03-06T15:38:38.894920
2645ed3d-c163-46db-ada7-9a90153d514f,closed_captioning,831,133,9,263,216,0,104,0,0,,13,19,6,0,,194,162,1,155,42,42.783333333333331,2,2025-03-06T05:02:31.435026
720707bf-1691-4b33-aa52-441bd470ca07,closed_captioning,846,97,3,126,72,0,9,0,0,,14,15,9,0,,160,142,0,111,69,42.916666666666664,2,2025-03-06T05:02:14.460445
23fe2cde-ca7c-4af2-96e8-837860a4a3e8,closed_captioning,784,92,4,265,171,0,70,0,0,,25,16,14,0,,195,167,0,103,18,42.133333333333333,2,2025-03-05T16:28:19.879603
78a12528-9c73-48f4-b224-e20947af8feb,closed_captioning,796,107,5,191,137,0,7,0,0,,8,32,7,0,,167,170,0,128,77,42.916666666666664,2,2025-03-05T02:07:28.881543
44d4a5a9-19e0-4bb2-a27a-be66cc6c2d25,closed_captioning,399,46,2,126,117,0,5,0,0,,2,1,2,0,,34,46,0,1,0,21.633333333333333,2,2025-03-04T06:22:15.059771
09cf2d31-a393-445f-85d4-3d33c943982a,closed_captioning,966,122,20,208,116,0,72,0,0,,17,16,22,0,,196,236,3,230,239,44.18333333333333,3,2025-03-04T06:22:14.706254
f4212d7d-c81a-4c78-8d00-22e1bca13f8c,closed_captioning,392,60,3,112,106,0,12,0,0,,0,19,3,0,,38,50,0,50,6,24.766666666666666,1,2025-03-03T18:01:29.871053
8ae6eeab-b3ce-4d92-b4be-dca536fb8a9a,closed_captioning,491,35,2,153,122,0,64,0,0,,103,8,4,0,,62,100,0,45,0,42.18333333333333,2,2025-02-28T23:02:34.960833
123e4567-e89b-12d3-a456-426614174000,closed_captioning,121,8,0,28,52,0,8,0,0,,75,1,22,0,,43,17,0,2,0,21.066666666666666,1,2025-02-27T18:58:05.527026
df3b3e6b-2c40-4603-8467-8cd580fb18db,closed_captioning,525,73,9,135,94,0,30,0,0,,4,18,1,0,,116,117,1,157,95,21.71335,2,2025-02-25T09:16:12.227983
1ea4788f-8247-4df7-ab76-4076dc9fec77,closed_captioning,486,99,5,138,94,0,28,0,0,,2,1,4,0,,65,57,3,174,71,21.66385,3,2025-02-20T19:42:57.708938
4e3a805f-3d55-4578-a73a-0d0dd2f9318f,closed_captioning,515,80,4,132,90,0,9,0,0,,1,1,2,0,,80,104,0,171,73,21.744500000000002,2,2025-02-20T19:40:25.114812
bd31b6e3-0ea0-40a0-bade-b4cf038a973d,closed_captioning,745,67,3,278,250,0,45,0,0,,0,1,3,0,,41,59,0,170,0,42.333333333333336,1,2025-02-20T19:39:59.111201
b7b0cad2-63fa-4a0a-9c5c-67872220c75e,closed_captioning,527,87,6,127,80,0,21,0,0,,9,11,12,0,,110,110,1,160,93,21.691116666666669,2,2025-02-20T19:28:23.605285
9b8aa392-e815-409b-8e46-4f66561ae2e7,closed_captioning,989,81,13,211,111,0,52,0,0,,6,6,18,0,,153,182,3,214,161,44.18333333333333,3,2025-02-16T19:37:13.501935
d6349784-5e55-42fd-97a6-1c678e850abc,closed_captioning,529,61,1,117,92,0,85,0,0,,114,5,18,0,,38,62,0,64,0,41.59043333333333,1,2025-02-15T05:00:09.733714
9838e727-8d44-46b4-81f2-55565c2da35d,closed_captioning,141,18,3,43,44,0,5,0,0,,237,2,1,0,,12,17,0,8,0,21.066666666666666,1,2025-02-14T22:00:26.599509
1df0f695-11b3-4844-b3e6-2c749866d044,closed_captioning,651,118,9,209,105,0,11,0,0,,12,44,13,0,,137,138,0,56,8,42.133333333333333,2,2025-02-14T16:40:41.607750
ea3f012e-4b8c-47e9-8e70-370b493f9d40,closed_captioning,505,89,7,139,91,0,15,0,0,,6,2,7,0,,54,98,0,134,40,22.383333333333333,2,2025-02-14T16:35:15.388214
dd094448-00e9-4419-b63f-c315da3a5fb8,closed_captioning,820,121,10,265,195,0,58,0,0,,27,2,5,0,,141,132,0,133,18,42.133333333333333,2,2025-02-13T10:37:25.697317
3a2d1b9f-b712-4928-bcf8-64486407b790,closed_captioning,641,17,0,29,21,0,6,0,0,,184,389,4,0,,11,17,0,18,0,41.634366666666665,2,2025-02-12T08:35:19.443934
47dee0a3-3d23-460a-b851-d85586f08e52,closed_captioning,1027,166,6,307,249,0,37,1,0,,11,9,12,54,,216,177,1,302,62,44.033333333333331,3,2025-02-11T11:49:33.958536
ffbc7410-5614-42ac-87a0-93dce82c7305,closed_captioning,1023,128,13,214,167,0,22,0,0,,24,20,14,0,,152,206,1,300,133,44.033333333333331,2,2025-02-11T11:28:30.588646
6f05626b-9725-4d03-bed8-98b7ef7d0942,closed_captioning,502,97,3,102,72,0,17,0,0,,4,5,2,0,,60,96,1,127,51,22.383333333333333,2,2025-02-11T11:16:29.787802
a35e15de-2504-46fd-a114-9ea27d05b7d4,closed_captioning,398,33,2,135,107,0,3,0,0,,0,0,0,0,,105,115,0,1,0,21.204516666666667,1,2025-02-11T10:35:20.529429
5a3b1194-6f95-4465-be4c-24df87725e70,closed_captioning,758,96,4,241,180,0,69,0,0,,33,9,10,0,,120,102,0,108,3,41.55875,1,2025-02-10T20:02:23.068490
bea50c66-4310-441c-a70e-0c24b827ca6c,closed_captioning,512,115,6,133,94,0,21,0,0,,2,1,1,0,,66,94,1,160,85,21.690549999999998,2,2025-02-10T19:44:23.864991
06263692-6d6c-4ccc-84cd-db9fd2c45915,closed_captioning,340,50,1,86,82,0,8,0,0,,8,3,4,0,,29,47,0,29,12,21.383333333333333,2,2025-02-10T19:40:10.100013
b5db6ea4-2fe6-4685-9ab9-0f75a46f6c6d,closed_captioning,640,65,1,128,93,0,68,0,0,,91,17,11,0,,66,81,0,84,1,41.65995,2,2025-02-10T19:34:49.545279
48279c95-bc29-491b-9ff7-a77263dccc3c,closed_captioning,792,122,3,229,181,0,38,0,0,,13,1,5,0,,84,117,0,77,0,41.5287,2,2025-02-10T19:25:31.373400
25ceb260-4fd3-437f-8923-6224a441fc4b,closed_captioning,514,81,7,124,82,0,16,0,0,,3,3,0,0,,75,99,0,128,60,21.707800000000002,2,2025-02-10T19:23:19.125967
5c21d225-fbb6-4c0c-ae7e-1ecd94d09403,closed_captioning,701,101,10,231,156,0,36,0,0,,3,3,15,0,,86,110,0,84,0,41.752266666666664,2,2025-02-10T19:18:48.552725
6a084cfa-d7b9-4bd1-ad3a-cb219db2959b,closed_captioning,522,113,5,123,93,0,21,0,0,,3,2,2,0,,64,87,1,191,98,21.688333333333333,2,2025-02-10T19:12:51.672614
11135fb6-0db5-4946-9fe4-bd130dc2de2d,closed_captioning,519,95,8,138,82,0,18,0,0,,12,13,5,0,,87,109,0,157,96,21.697783333333334,2,2025-02-10T19:06:49.709211
49d7b4c1-f566-4602-b7c9-cd755e3af0aa,closed_captioning,980,225,31,201,164,0,30,0,0,,33,10,7,0,,140,168,1,283,202,43.331616666666669,2,2025-02-10T14:29:56.492903
9da1f626-783a-4b37-bc82-25b3931f01e5,closed_captioning,480,111,4,95,79,0,16,0,0,,5,2,6,0,,66,78,0,179,121,21.653866666666666,1,2025-02-03T19:11:37.528236
abc5c17a-fee2-4abd-96cb-e20cfef4ffc4,closed_captioning,497,74,7,128,56,0,12,0,0,,11,11,8,15,,91,105,0,151,117,21.674983333333333,2,2025-02-03T19:05:18.906201
7c746ad0-7cdc-482d-9513-7633f78d3151,closed_captioning,395,43,3,126,111,0,9,0,0,,2,24,1,0,,35,55,0,36,2,21.383333333333333,1,2025-02-03T18:51:04.377112
b82f7110-8ed3-4c9d-a95d-b932b2d53555,closed_captioning,443,74,5,184,96,0,8,0,0,,0,1,5,0,,57,94,0,6,1,21.246216666666665,1,2025-02-02T17:08:05.124563
cf1751ea-e47d-4b03-b027-e9dce5e90235,closed_captioning,472,29,0,58,35,0,52,0,0,,125,6,10,0,,31,51,0,70,2,41.558183333333332,2,2025-01-31T22:03:54.683726
1283ec55-b171-4b68-b57b-74f57f720d86,closed_captioning,526,42,2,136,61,0,15,0,0,,13,14,4,0,,85,104,0,176,98,21.701133333333335,3,2025-01-30T09:36:43.755787
7e7a7384-0891-4655-809d-12222ce4b42b,closed_captioning,524,51,1,153,57,0,19,0,0,,10,5,5,0,,68,92,0,164,94,21.677216666666666,3,2025-01-30T09:34:36.550877
46c33fac-122f-4d06-85e9-f71a16caf50d,closed_captioning,516,111,8,120,112,0,33,0,0,,8,1,7,0,,77,93,1,171,90,21.709466666666668,1,2025-01-30T08:26:27.174533
f1b7b1d0-bd61-468c-9023-a6fa25fa629a,closed_captioning,529,102,8,149,81,0,6,0,0,,3,5,8,0,,92,139,0,129,71,21.686116666666667,2,2025-01-29T14:23:34.718510
a0af9c4c-63e1-418a-a08b-085e24e954ca,closed_captioning,527,113,14,129,85,0,12,0,0,,1,2,11,0,,75,89,1,169,84,21.679433333333336,3,2025-01-29T11:11:38.236643
5a44b8bd-b1a4-4de4-9532-b527c50e5de0,closed_captioning,987,98,5,195,107,0,61,0,0,,38,17,34,0,,119,187,3,235,151,44.6,3,2025-01-29T06:50:04.783361
960aa4d9-ae72-4b9f-b0f0-98200bfcf3ad,closed_captioning,555,56,13,113,59,0,13,0,0,,5,21,26,0,,113,92,0,32,2,42.133333333333333,1,2025-01-29T04:40:22.533284
43bfd685-14ff-400e-8feb-df9d81e7ae38,closed_captioning,482,127,3,91,74,0,12,0,0,,1,1,1,0,,49,60,0,161,63,21.710016666666668,2,2025-01-29T04:36:49.347322
3548737f-e408-44d5-8fe9-049bee86c390,closed_captioning,828,51,7,209,208,0,19,0,0,,70,23,12,0,,82,92,5,77,1,55.0,2,2025-01-29T01:28:48.453412
30f4a22c-0e81-4f7a-9185-fade5f7fd470,closed_captioning,525,113,3,140,64,0,15,0,0,,7,9,3,0,,99,115,0,164,73,21.700566666666667,3,2025-01-27T18:20:14.617036
02e3ce3a-2b0b-41a7-954e-6eb9a6c9a7b4,closed_captioning,151,11,1,48,36,0,8,0,0,,185,2,3,0,,24,24,0,1,0,21.066666666666666,1,2025-01-27T16:08:57.616067
246e91e0-1ecf-45ad-a0d3-18a58e42c395,closed_captioning,511,89,10,132,102,0,33,0,0,,9,6,9,0,,69,90,1,133,57,21.673333333333336,2,2025-01-27T15:06:36.608955
1f689f74-e70b-4b87-b064-125045482135,closed_captioning,464,119,25,86,61,0,14,0,0,,5,6,7,0,,82,83,1,145,91,21.691116666666669,2,2025-01-25T16:27:34.461100
70fcce9b-aaf9-4be3-91c1-ca7de611547f,closed_captioning,591,86,13,116,76,0,22,0,0,,9,6,5,0,,127,116,1,111,99,21.6761,3,2025-01-25T16:26:44.947586
b405b930-8d34-447c-8395-a6cca9716ec9,closed_captioning,490,109,3,112,90,0,15,0,0,,3,3,6,0,,73,72,1,138,52,22.383333333333333,2,2025-01-25T16:26:31.439650
79d9c270-b01a-4fd3-bb54-b4ab589e8d10,closed_captioning,537,73,8,160,100,0,17,0,0,,6,11,10,0,,102,125,0,145,122,22.383333333333333,2,2025-01-25T14:17:01.525322
660632ca-b484-4b77-b3c7-9efe1aab501a,closed_captioning,505,118,16,107,69,0,20,0,0,,8,7,2,0,,114,126,1,157,105,21.681666666666668,2,2025-01-25T14:09:59.227426
36d8cd88-50ff-430f-9c7b-54f0946b9dbe,closed_captioning,979,250,55,166,143,0,39,0,0,,9,3,7,0,,146,167,1,234,181,44.033333333333331,2,2025-01-25T09:45:34.875254
b8b2e069-25f3-47ca-9348-4df909381aaa,closed_captioning,1100,181,18,268,170,0,40,0,0,,5,6,10,0,,167,243,0,315,161,44.033333333333331,2,2025-01-25T09:32:28.384264
78ce5fb6-7979-47a5-b285-3bb35d08682d,closed_captioning,520,62,7,121,66,0,12,0,0,,1,1,6,0,,78,105,0,140,83,21.687766666666668,2,2025-01-23T13:38:04.114805
1721bf90-f9da-4ca9-901b-fcea720e53fa,closed_captioning,524,120,15,142,62,0,16,0,0,,4,8,12,0,,108,141,1,147,85,21.70835,2,2025-01-23T13:36:42.502207
6df24423-3993-4914-bf9b-38bee5c6391e,closed_captioning,499,134,35,94,82,0,22,0,0,,1,2,2,0,,73,83,1,116,75,21.688883333333333,2,2025-01-23T13:34:55.538180
1fd86368-f828-4e98-abad-884dcbaaad3d,closed_captioning,557,68,0,134,68,0,17,0,0,,3,8,4,0,,68,88,0,184,69,21.685,2,2025-01-23T13:34:26.764535
eb35a799-dece-43a3-ac12-1a598ffc0972,closed_captioning,484,50,15,89,40,0,9,0,0,,9,9,5,0,,79,111,1,157,107,21.677216666666666,2,2025-01-23T13:34:15.959178
91def8e0-343d-4e9f-a55f-cdb6342c3662,closed_captioning,445,111,18,80,50,0,16,0,0,,11,3,3,0,,81,101,0,175,135,21.674983333333333,2,2025-01-23T13:33:30.978612
4fcd5fb7-2ee4-43c7-87fd-3c887c4e3a86,closed_captioning,472,114,17,116,63,0,21,0,0,,3,3,3,0,,86,124,0,170,116,21.70725,2,2025-01-23T13:33:12.271345
1d7e66be-2730-4003-9be8-aa57dc35a94f,closed_captioning,554,144,9,161,77,0,23,0,0,,7,8,4,0,,116,135,1,133,74,21.716150000000003,2,2025-01-23T13:33:12.268601
9b81324e-8858-466a-b826-6b52d23389c2,closed_captioning,543,61,0,154,69,0,21,0,0,,3,4,9,0,,64,89,0,149,77,21.696683333333333,2,2025-01-23T13:31:48.717643
c54b87d5-e4e1-42a3-8f06-4d00f7f70856,closed_captioning,544,105,7,126,72,0,12,0,0,,4,6,9,0,,85,120,3,175,109,21.704466666666669,2,2025-01-23T13:31:31.544567
5d164500-e1ed-4127-b05a-cfa91aaa5c1f,closed_captioning,576,61,5,124,68,0,26,0,0,,2,3,6,0,,100,103,0,126,66,21.696133333333332,2,2025-01-23T13:29:22.048403
ebfef021-2275-4649-abc8-b9a8e04db6f0,closed_captioning,552,73,13,175,115,0,25,0,0,,3,7,4,0,,126,143,2,197,121,21.677216666666666,2,2025-01-23T13:28:37.156918
092bb2ca-245e-4d84-b634-b8ebc4f3e26d,closed_captioning,576,54,1,134,66,0,13,0,0,,6,12,10,0,,58,93,2,179,86,21.69946666666667,2,2025-01-23T13:04:57.934411
4aec2505-1961-4d29-aabc-d2eb1d85a266,closed_captioning,460,77,7,125,73,0,23,0,0,,0,4,4,0,,61,101,0,110,57,21.673316666666665,2,2025-01-23T13:00:51.383913
2af6dcc2-b357-4b32-a902-3e0f4c7b432c,closed_captioning,538,65,6,93,64,0,21,0,0,,3,4,9,0,,86,73,1,157,64,22.383333333333333,2,2025-01-22T23:07:40.455212
dca40015-aeb9-4be1-adc9-704c5abaf31c,closed_captioning,339,47,5,70,59,0,3,0,0,,7,17,5,0,,39,51,0,31,6,21.383333333333333,1,2025-01-22T11:08:53.756158
a5e2c1fd-e1fb-4b0c-a94f-010a3b93dfa2,closed_captioning,486,142,34,88,72,0,22,0,0,,5,4,13,0,,74,88,0,147,98,21.67665,2,2025-01-21T23:15:36.274909
a11aa302-8268-476f-ad8b-347da248bf38,closed_captioning,502,95,15,155,91,0,14,0,0,,0,2,4,0,,105,129,1,219,106,21.688883333333333,2,2025-01-21T23:14:16.678646
4ff6203e-8d78-4afd-8cf1-e481c1e2d05a,closed_captioning,480,130,17,97,86,0,13,0,0,,4,6,2,0,,91,107,1,117,90,21.706683333333334,2,2025-01-20T13:38:12.136264
7cc5461c-450c-4547-9d63-c17cf50deffd,closed_captioning,475,112,23,97,87,0,23,0,0,,1,7,5,0,,108,114,0,151,145,21.679433333333336,2,2025-01-15T08:28:36.700494
1bb12a09-ed94-4962-85c5-da5384454ca0,closed_captioning,521,41,2,122,58,0,16,0,0,,1,3,5,0,,48,70,0,159,65,22.383333333333333,2,2025-01-15T04:50:39.519154
f7a496e1-d0bb-44b4-9bc7-d7f5ba2f4d3b,closed_captioning,485,92,8,140,71,0,14,0,0,,2,6,4,0,,84,105,0,158,74,21.718366666666668,2,2025-01-14T23:38:14.506953
39c1bcbe-79c4-4950-ab66-dab0a6de7f0c,closed_captioning,478,138,17,104,67,0,21,0,0,,0,2,4,0,,101,115,1,136,68,21.695566666666664,2,2025-01-14T23:19:54.242279
65711770-f746-483d-9d86-bf64cf2ea680,closed_captioning,591,157,16,163,98,0,17,0,0,,5,5,6,0,,85,104,0,163,68,21.701683333333335,2,2025-01-14T23:14:22.133440
70d134e2-500c-4e75-bb65-ce744efa29c2,closed_captioning,525,59,1,136,70,0,15,0,0,,2,11,6,0,,74,96,1,113,56,21.715583333333331,2,2025-01-14T22:52:14.034967
ad008f5e-9b4e-4e00-b15a-4f51482076f2,closed_captioning,494,92,7,154,78,0,19,0,0,,1,6,2,0,,104,124,1,144,62,21.681666666666668,2,2025-01-14T22:38:12.244928
d1fb9e7a-73be-4f6a-a809-49b899e90ffb,closed_captioning,476,153,36,97,74,0,31,0,0,,0,1,1,0,,103,105,0,120,89,21.683883333333331,2,2025-01-14T22:35:00.600436
d258fa1b-e549-451b-83c7-611612d77dc5,closed_captioning,522,47,1,151,80,0,18,0,0,,2,7,3,0,,91,114,0,146,72,21.720033333333333,2,2025-01-14T22:33:09.065572
2cd7f83e-7068-451f-938b-dae12652e219,closed_captioning,534,91,8,177,73,0,23,0,0,,6,9,5,0,,124,125,1,200,90,21.718366666666668,2,2025-01-14T22:29:16.517328
7aaaacb2-ef27-49f1-a8c6-9af4198350d7,closed_captioning,565,53,0,158,63,0,16,0,0,,6,11,10,0,,101,114,0,178,129,21.695016666666668,2,2025-01-14T22:28:45.903726
f59a1138-0b37-4410-bd32-dc291abac4ff,closed_captioning,522,134,8,155,78,0,16,0,0,,3,7,2,0,,81,100,2,147,68,21.708366666666667,2,2025-01-14T22:25:58.099460
1ad79198-7795-4cb5-9c89-dcbc7970a883,closed_captioning,570,54,3,118,59,0,17,0,0,,2,4,3,0,,69,91,1,161,78,21.72725,2,2025-01-14T22:24:56.108868
591e155f-195a-40df-9130-e772b6c9247e,closed_captioning,507,123,7,133,83,0,25,0,0,,4,6,2,0,,67,87,1,137,93,21.668316666666666,2,2025-01-14T22:22:43.353328
0fc872b1-a531-4520-a0fc-6d847b61b1c4,closed_captioning,544,77,5,119,77,0,10,0,0,,9,13,8,0,,59,91,2,156,80,21.681666666666668,2,2025-01-14T22:20:14.308194
e41dd83c-7391-420e-b179-aa71e80f8c81,closed_captioning,470,142,20,90,72,0,14,0,0,,6,2,5,0,,98,90,2,149,72,21.682766666666666,2,2025-01-14T22:17:48.942214
0bc56425-27dd-4a74-9098-d70f44351bdc,closed_captioning,537,62,5,111,49,0,17,0,0,,4,5,4,0,,58,87,1,100,34,21.713916666666666,2,2025-01-14T22:15:42.256678
df72686e-277f-448f-a5ed-60aee93b995e,closed_captioning,551,110,12,166,98,0,16,0,0,,2,5,0,0,,96,130,2,182,106,21.702783333333333,2,2025-01-14T22:08:22.800031
4f5246d1-0d4f-4573-bee9-24af111a2be5,closed_captioning,547,63,6,179,111,0,23,0,0,,3,7,4,0,,94,109,2,139,62,21.713916666666666,2,2025-01-14T22:04:27.766731
3ab38fac-df0a-4ef8-97f7-32422dd1d820,closed_captioning,541,107,9,160,81,0,13,0,0,,2,3,4,0,,93,94,3,201,94,21.682766666666666,2,2025-01-14T22:03:46.816455
7bdf027b-7cac-40d7-9728-bf19a579cb8c,closed_captioning,531,100,19,154,80,0,10,0,0,,16,16,6,0,,101,132,0,177,112,21.702783333333333,2,2025-01-14T22:02:57.796362
d7ef5167-0ba3-47b9-8fc0-16acc2559984,closed_captioning,476,121,8,121,72,0,22,0,0,,2,3,11,0,,101,103,1,147,59,21.722266666666666,2,2025-01-14T22:02:36.551602
38d6c1da-b0df-440a-ad5f-088ad5f17316,closed_captioning,571,69,12,135,57,0,4,0,0,,2,6,25,0,,75,110,1,206,138,21.710583333333332,2,2025-01-14T22:02:18.593369
0c4e0a7b-588d-4306-af49-734bdaa471a8,closed_captioning,451,98,12,112,55,0,18,0,0,,2,3,3,0,,98,113,0,143,99,21.6861,2,2025-01-14T22:02:12.628947
7f01efc3-5de7-4081-afe8-14222b134695,closed_captioning,537,127,7,149,94,0,17,0,0,,6,12,10,0,,69,81,1,147,81,21.668866666666666,2,2025-01-14T22:01:46.424935
34fa0129-154a-4ba9-ac8b-66f4b959fa4e,closed_captioning,622,92,10,197,114,0,11,0,0,,6,8,5,0,,115,134,2,202,95,21.712249999999997,2,2025-01-14T22:00:56.271949
10839387-2cc1-4733-80a0-7df6d2662f9e,closed_captioning,478,150,32,84,69,0,24,0,0,,5,7,8,0,,96,113,2,171,125,21.7167,2,2025-01-14T21:59:14.042925
29232045-a9f1-4a96-a776-5822b611bf2b,closed_captioning,457,106,18,100,85,0,15,0,0,,1,5,1,0,,119,117,1,168,132,21.710566666666669,2,2025-01-14T21:58:57.849049
4cb36f04-e660-4755-bb37-2312f1f92386,closed_captioning,534,107,2,120,82,0,14,0,0,,2,1,2,0,,93,74,1,165,73,22.383333333333333,2,2025-01-14T09:14:49.856837
6b0dc569-f44d-4f5a-a9ed-b5686c76658c,closed_captioning,542,83,9,77,15,0,2,0,0,,7,4,6,0,,51,68,1,134,114,22.383333333333333,2,2025-01-14T09:12:59.912342
afd3ec2b-1b7f-486c-b1b7-e235ffe44dfe,closed_captioning,502,64,4,128,87,0,14,0,0,,2,7,8,0,,120,120,0,145,77,22.383333333333333,2,2025-01-14T09:12:57.774087
fffbe126-f729-4dbf-9d90-f8093d7608a2,closed_captioning,518,78,8,83,44,0,9,0,0,,10,13,8,0,,85,100,0,137,77,22.383333333333333,2,2025-01-14T09:10:22.457769
a1d530c1-7f40-474a-bb53-e71d1b7affde,closed_captioning,465,100,23,74,54,0,8,0,0,,25,16,9,0,,75,82,1,77,106,22.55,2,2025-01-14T09:10:19.516544
33a58a10-d93c-4df1-a03f-9c43b7113663,closed_captioning,499,50,3,101,68,0,6,0,0,,12,18,6,0,,62,109,0,84,58,22.55,2,2025-01-14T09:07:57.875610
6c1b7bf8-a9b8-4003-a194-fa2712b33f0d,closed_captioning,522,104,9,106,87,0,10,0,0,,8,13,9,0,,88,98,1,109,88,22.55,2,2025-01-14T09:07:19.637558
3b5aec52-c6c9-4a20-b73f-3f0973886ac1,closed_captioning,1052,149,14,260,188,0,64,0,0,,14,21,18,0,,205,259,1,234,211,44.18333333333333,1,2025-01-10T18:40:34.972085
37ced736-0ae3-43ab-ae43-01d919231d06,closed_captioning,719,79,2,210,131,0,7,0,0,,25,13,8,0,,137,159,0,45,2,43.383333333333333,1,2025-01-08T20:17:53.357259
62ab3839-938b-4f1d-8aec-df07c66723d2,closed_captioning,737,80,1,268,195,0,6,0,20,,5,16,5,0,,169,100,0,23,4,42.15,1,2025-01-07T11:50:58.876901
6ee1a701-4041-4fa7-953a-d430db5cd526,closed_captioning,831,67,2,287,181,0,29,0,0,,4,3,7,0,,162,149,0,61,0,42.216666666666669,1,2025-01-04T17:03:52.909500
193f780d-8186-4ed7-b0d4-c40a06df1744,closed_captioning,616,116,1,146,91,0,17,0,0,,126,1,6,0,,139,126,0,113,3,41.6366,1,2025-01-04T13:39:54.093666
97f44163-41f8-4af4-8af7-77e100b83e84,closed_captioning,645,135,2,114,90,0,19,0,0,,85,2,8,0,,72,75,0,97,0,41.5276,1,2025-01-04T11:41:34.724056
fe7a10b0-9446-48cd-b04d-a3cefe5f589b,closed_captioning,705,165,2,162,120,0,19,0,0,,37,12,8,0,,125,133,1,87,3,42.216666666666669,1,2024-12-24T15:29:39.972202
caaafb1f-bbfb-40b3-b895-6d9c058e3d0c,closed_captioning,711,96,9,168,139,0,18,0,67,,12,4,2,0,,154,101,0,68,2,43.383333333333333,1,2024-12-24T15:27:34.720460
6319d036-2c7b-47ff-8d1b-b1d2d6b04a19,closed_captioning,555,74,5,182,95,0,26,0,0,,3,4,4,0,,82,100,0,153,78,22.383333333333333,2,2024-12-24T15:18:17.589214
